Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
401,313,107,3,4,4.5,8.69,0,0.72
402,307,102,3,3,3,8.27,0,0.73
403,328,108,4,4.5,4,9.18,1,0.84
404,298,98,2,1.5,2.5,7.5,1,0.44
405,340,120,5,4.5,4.5,9.6,1,0.94
406,306,106,2,2,2.5,8.14,0,0.61
407,335,115,4,4.5,4.5,9.68,1,0.93
408,318,100,2,2.5,3.5,8.54,1,0.71
409,323,104,3,4,4,8.44,1,0.73
410,322,110,3,4,5,8.64,1,0.85
411,316,109,4,4.5,3.5,8.76,1,0.74
412,321,109,4,4,4,8.68,1,0.69
413,310,99,2,1.5,2,7.3,0,0.54
414,296,99,2,3,3.5,7.28,0,0.47
415,320,101,2,2.5,3,8.62,0,0.7
416,308,104,2,2.5,3,8.07,0,0.65
417,340,120,4,5,5,9.5,1,0.96
418,296,99,2,3,3.5,7.28,0,0.47
419,316,110,3,4,4.5,8.78,1,0.69
420,303,105,5,5,4.5,8.65,0,0.77
421,330,114,4,4.5,3,9.17,1,0.86
422,314,105,2,2.5,2,7.64,0,0.7
423,336,119,5,4,3.5,9.8,1,0.97
424,315,104,3,3,2.5,8.33,0,0.67
425,312,105,3,2,3,8.02,1,0.5
426,308,106,3,3,3,8.24,0,0.58
427,308,109,2,3,4,8.45,0,0.71
428,300,97,2,3,3,8.1,1,0.65
429,323,113,3,4,4,8.88,1,0.79
430,324,115,3,3.5,3,8.76,1,0.7
431,295,93,1,2,2,7.2,0,0.46
432,307,110,4,4,4.5,8.37,0,0.79
433,313,102,3,3.5,4,8.9,1,0.77
434,318,109,3,3.5,4,9.22,1,0.68
435,323,108,5,4,4,8.74,1,0.81
436,312,103,3,5,4,8.45,0,0.76
437,314,107,3,3,3.5,8.17,1,0.73
438,315,105,2,2,2.5,7.65,0,0.39
439,326,114,3,3,3,9.11,1,0.83
440,320,110,2,4,3.5,8.56,0,0.72
441,309,108,3,2.5,3,8.12,0,0.72
442,323,113,4,4,4.5,9.23,1,0.89
443,320,110,5,5,4.5,9.22,1,0.92
444,332,117,4,4.5,4,9.1,0,0.87
445,310,107,3,3.5,3.5,8.67,0,0.76
446,314,102,2,2,2.5,8.24,0,0.64
447,329,113,5,5,4.5,9.45,1,0.89
448,331,120,3,4,4,8.96,1,0.86
449,328,115,4,4.5,4,9.16,1,0.78
450,317,107,3,3.5,3,8.68,1,0.84
451,326,113,5,4.5,4,9.4,1,0.91
452,322,109,5,4.5,3.5,8.8,0,0.76
453,329,114,2,2,4,8.56,1,0.72
454,299,102,3,4,3.5,8.62,0,0.56
455,320,111,4,4.5,3.5,8.87,1,0.85
456,308,108,3,3.5,3.5,8.22,0,0.61
457,324,112,4,4,3.5,8.77,1,0.8
458,325,108,4,4.5,4,9.06,1,0.79
459,325,112,4,3.5,3.5,8.92,0,0.55
460,318,106,3,2,3,8.65,0,0.71
461,329,110,2,4,3,9.15,1,0.84
462,300,99,1,1,2.5,8.01,0,0.58
463,311,104,2,2,2,8.3,0,0.42
464,322,105,2,3,3,8.45,1,0.65
465,304,105,1,3,1.5,7.5,0,0.52
466,322,110,4,4,5,9.13,1,0.86
467,317,106,3,4,3.5,8.5,1,0.75
468,338,118,4,3,4.5,9.4,1,0.91
469,312,98,1,3.5,3,8.18,1,0.64
470,308,103,2,2.5,4,8.36,1,0.7
471,310,99,2,1.5,2,7.3,0,0.54
472,300,102,2,1.5,2,7.87,0,0.56
473,327,104,5,3,3.5,8.84,1,0.71
474,317,104,2,4.5,4,8.47,0,0.57
475,307,109,3,4,3,8,1,0.62
476,340,120,4,5,5,9.5,1,0.96
477,302,99,2,1,2,7.97,0,0.56
478,334,116,4,4,3,8,1,0.78
479,316,107,2,3.5,3.5,8.64,1,0.57
480,299,100,1,1.5,2,7.89,0,0.59
481,329,119,4,4.5,4.5,9.16,1,0.9
482,340,120,4,4.5,4,9.92,1,0.97
483,317,107,3,4,3,8.7,0,0.66
484,324,100,3,4,5,8.64,1,0.78
485,307,105,2,2.5,3,7.65,0,0.58
486,327,109,3,3.5,4,8.77,1,0.79
487,319,108,3,3,3.5,8.54,1,0.71
488,309,104,2,2,2.5,8.26,0,0.65
489,334,117,5,4,4.5,9.07,1,0.89
490,313,107,2,2.5,2,8.5,1,0.53
491,317,106,2,2,3.5,8.12,0,0.73
492,296,97,2,1.5,2,7.8,0,0.49
493,318,107,3,3,3.5,8.27,1,0.74
494,320,113,2,2,2.5,8.64,1,0.81
495,334,114,4,4,4,9.43,1,0.93
496,303,99,3,2,2.5,7.66,0,0.36
497,319,106,3,4,3,8,1,0.65
498,311,105,2,3,2,8.12,1,0.73
499,311,105,3,3.5,3,8.45,1,0.59
500,319,106,3,3.5,2.5,8.33,1,0.74
501,314,107,2,2.5,4,8.56,0,0.63
502,320,104,3,3,3.5,8.74,1,0.76
503,295,101,2,2.5,2,7.86,0,0.69
504,321,109,3,3.5,3.5,8.8,1,0.74
505,326,114,3,3,3,9.11,1,0.83
506,299,100,2,3,3.5,7.88,0,0.68
507,325,106,3,3.5,4,8.4,1,0.52
508,312,100,2,1.5,3.5,7.9,1,0.56
509,323,108,5,4,4,8.74,1,0.81
510,306,103,2,2.5,3,8.36,0,0.69
511,313,109,3,4,3.5,9,0,0.79
512,316,109,4,4.5,3.5,8.76,1,0.74
513,339,114,5,4,4.5,9.76,1,0.96
514,316,105,3,3,3.5,8.73,0,0.72
515,332,118,2,4.5,3.5,9.36,1,0.9
516,306,105,2,3,2.5,8.26,0,0.73
517,295,99,2,2.5,3,7.65,0,0.57
518,312,104,3,3.5,3.5,8.42,0,0.74
519,328,112,4,4,4.5,9.1,1,0.78
520,326,112,3,3.5,3,9.1,1,0.84
521,320,103,3,3,3,7.7,0,0.64
522,300,102,2,1.5,2,7.87,0,0.56
523,323,107,3,3.5,3.5,8.55,1,0.73
524,309,100,2,3,3,8.1,0,0.48
525,330,115,5,4.5,3,9.34,1,0.9
526,300,104,3,3.5,3,8.16,0,0.71
527,326,112,3,3.5,3,9.05,1,0.74
528,312,107,4,4.5,4,8.65,1,0.73
529,290,100,1,1.5,2,7.56,0,0.47
530,312,107,2,2.5,3.5,8.27,0,0.69
531,331,119,4,5,4.5,9.34,1,0.9
532,338,120,4,5,5,9.66,1,0.95
533,325,111,4,4,4.5,9.11,1,0.83
534,310,103,2,2.5,2.5,8.24,0,0.72
535,340,115,5,4.5,4.5,9.45,1,0.94
536,314,103,2,2,3,8.21,0,0.65
537,311,106,2,3.5,3,8.26,1,0.79
538,339,119,5,4.5,4,9.7,0,0.89
539,312,101,2,2.5,3.5,8.04,1,0.68
540,325,114,4,3,2,8.4,0,0.7
541,314,109,4,3.5,4,8.77,1,0.82
542,322,104,3,3.5,4,8.84,1,0.78
543,326,111,5,4.5,4,9.23,1,0.88
544,307,105,2,2,3.5,8.1,0,0.53
545,328,110,4,5,4,9.14,1,0.82
546,322,110,3,3.5,2.5,8.67,1,0.8
547,318,109,3,3,3,8.5,0,0.67
548,316,105,2,2.5,2.5,8.2,1,0.49
549,329,114,5,4.5,5,9.19,1,0.86
550,317,105,3,3.5,3,8.56,0,0.68
551,339,116,4,4,3.5,9.8,1,0.96
552,336,119,5,4,3.5,9.8,1,0.97
553,331,117,4,4.5,5,9.42,1,0.94
554,315,105,3,2,2.5,8.48,0,0.75
555,321,112,5,5,5,9.06,1,0.86
556,325,111,4,4,4.5,9.11,1,0.83
557,321,109,4,4,4,8.68,1,0.69
558,321,109,3,3,4,8.2,1,0.75
559,321,111,3,2.5,3,8.9,1,0.8
560,324,112,5,5,5,9.08,1,0.88
561,324,110,4,4.5,4,9.15,1,0.82
562,340,115,5,4.5,4.5,9.45,1,0.94
563,312,110,2,3.5,3,8.53,0,0.64
564,322,107,3,3.5,3.5,8.46,1,0.71
565,330,114,4,4.5,3,9.17,1,0.86
566,314,105,2,2.5,2,7.64,0,0.7
567,333,119,5,5,4.5,9.78,1,0.96
568,313,102,3,2,3,8.27,0,0.64
569,310,106,4,1.5,2.5,8.36,0,0.57
570,323,110,3,4,3.5,9.1,1,0.79
571,299,97,3,5,3.5,7.66,0,0.38
572,325,108,4,4.5,4,9.06,1,0.79
573,333,117,4,5,4,9.66,1,0.95
574,309,108,3,2.5,3,8.12,0,0.72
575,314,106,3,3,5,8.9,0,0.74
576,322,109,5,4.5,3.5,8.8,0,0.76
577,328,110,4,4,2.5,9.02,1,0.81
578,317,100,2,3,2.5,8.57,0,0.68
579,313,102,3,2.5,2.5,8.68,0,0.71
580,298,99,2,4,2,7.6,0,0.46
581,295,96,2,1.5,2,7.34,0,0.47
582,305,102,2,2,2.5,8.18,0,0.62
583,306,110,2,3.5,4,8.45,0,0.63
584,340,120,5,4.5,4.5,9.6,1,0.94
585,322,112,4,4.5,4.5,9.26,1,0.91
586,313,104,3,4,4.5,8.65,0,0.73
587,329,119,4,4.5,4.5,9.16,1,0.9
588,332,118,5,5,5,9.64,1,0.94
589,324,111,5,4.5,4,9.16,1,0.9
590,312,103,3,3.5,4,8.78,0,0.67
591,315,99,2,3.5,3,7.89,0,0.63
592,314,108,3,4.5,3.5,8.14,0,0.64
593,316,109,3,3.5,3,8.76,0,0.77
594,304,105,2,3,3,8.2,1,0.54
595,316,104,3,3,3.5,8,1,0.72
596,308,108,4,4.5,5,8.34,0,0.77
597,317,107,2,3.5,3,8.28,0,0.66
598,326,108,3,3,3.5,8.89,0,0.8
599,324,110,3,3.5,3,9.22,1,0.89
600,316,110,3,4,4.5,8.78,1,0.69
601,298,98,2,1.5,2.5,7.5,1,0.44
602,327,114,3,3,3,9.02,0,0.61
603,320,104,3,3,2.5,8.57,1,0.74
604,310,102,3,3.5,4,8.02,1,0.66
605,321,107,2,2,1.5,8.44,0,0.81
606,323,104,3,4,4,8.44,1,0.73
607,303,100,2,3,3.5,8.06,1,0.64
608,331,116,5,4,4,9.26,1,0.93
609,312,104,3,3.5,4,8.09,0,0.71
610,321,107,2,2,1.5,8.44,0,0.81
611,320,110,5,5,5,9.2,1,0.88
612,301,98,1,2,3,8.03,1,0.67
613,296,99,2,2.5,2.5,8.03,0,0.61
614,290,104,4,2,2.5,7.46,0,0.45
615,321,114,4,4,5,9.12,0,0.85
616,327,113,4,4.5,5,9.14,0,0.83
617,324,110,3,3.5,4,8.87,1,0.8
618,330,115,5,4.5,3,9.34,1,0.9
619,327,104,5,3,3.5,8.84,1,0.71
620,323,113,4,4,4.5,9.23,1,0.89
621,311,105,2,3,2,8.12,1,0.73
622,326,112,4,4,3.5,9.12,1,0.84
623,322,110,3,3.5,3,8.96,1,0.78
624,321,109,3,3,4,8.2,1,0.75
625,320,110,5,5,4.5,9.22,1,0.92
626,308,109,2,3,4,8.45,0,0.71
627,340,112,4,5,4.5,9.66,1,0.94
628,297,100,1,1.5,2,7.9,0,0.52
629,311,99,1,2.5,3,8.43,1,0.71
630,314,110,3,4,4,8.8,0,0.75
631,339,119,5,4.5,4,9.7,0,0.89
632,305,112,3,3,3.5,8.65,0,0.71
633,308,106,3,3.5,2.5,8.21,1,0.75
634,310,106,4,1.5,2.5,8.36,0,0.57
635,320,120,3,4,4.5,9.11,0,0.86
636,334,116,4,4,3.5,9.54,1,0.93
637,325,112,4,4,4.5,9.17,1,0.85
638,307,101,3,4,3,8.2,0,0.47
639,297,96,2,2.5,2,7.43,0,0.34
640,327,111,4,3,4,8.4,1,0.78
641,302,101,2,2.5,3.5,7.96,0,0.46
642,299,100,2,3,3.5,7.88,0,0.68
643,314,107,2,2.5,4,8.56,0,0.63
644,322,110,5,5,4,9.1,1,0.88
645,320,101,2,2.5,3,8.62,0,0.7
646,333,113,5,4,4,9.28,1,0.89
647,310,106,4,4.5,4.5,9.04,1,0.66
648,329,111,4,4.5,4,9.01,1,0.81
649,298,92,1,2,2,7.88,0,0.51
650,308,101,2,3,4,7.9,0,0.68
651,322,114,5,4.5,4,8.94,1,0.86
652,320,110,5,5,5,9.2,1,0.88
653,339,116,4,4,3.5,9.8,1,0.96
654,311,99,1,2.5,3,8.43,1,0.71
655,301,106,4,2.5,3,8.47,0,0.57
656,309,104,2,2,2.5,8.26,0,0.65
657,319,105,3,3,3.5,8.67,1,0.73
658,323,112,5,4,4.5,8.78,0,0.79
659,327,111,4,4,4.5,9,1,0.84
660,306,100,2,3,3,8,0,0.48
661,308,110,4,3.5,3,8.6,0,0.7
662,310,106,2,3.5,2.5,8.33,0,0.73
663,334,116,4,4,3,8,1,0.78
664,321,112,5,5,5,9.06,1,0.86
665,324,112,4,4,3.5,8.77,1,0.8
666,305,105,2,3,2,8.23,0,0.67
667,324,105,3,3,4,8.75,0,0.79
668,324,105,3,3,4,8.75,0,0.79
669,325,110,4,3.5,4,8.67,1,0.73
670,313,102,3,3.5,4,8.9,1,0.77
671,302,102,3,3.5,5,8.33,0,0.65
672,314,104,4,5,5,9.02,0,0.82
673,326,102,4,5,5,8.76,1,0.77
674,304,103,5,5,4,8.64,0,0.68
675,329,111,4,4.5,4.5,9.18,1,0.87
676,297,96,2,2.5,2,7.43,0,0.34
677,318,106,2,4,4,7.92,1,0.64
678,326,113,5,4.5,4,9.4,1,0.91
679,316,100,2,1.5,3,8.16,1,0.71
680,324,110,3,3.5,3.5,9.04,1,0.82
681,312,105,2,2,2.5,8.45,0,0.72
682,312,107,3,3,2,7.9,1,0.64
683,313,107,2,2.5,2,8.5,1,0.53
684,301,100,3,3.5,3,8.04,0,0.67
685,328,108,4,4.5,4,9.18,1,0.84
686,298,98,2,4,3,8.03,0,0.34
687,336,119,4,4.5,4,9.62,1,0.95
688,305,107,2,2.5,2.5,8.42,0,0.71
689,331,115,5,4.5,3.5,9.36,1,0.93
690,314,108,4,4.5,4,9.04,1,0.84
691,316,99,2,2.5,3,9,0,0.7
692,325,110,2,3,2.5,8.76,1,0.75
693,320,104,3,3,2.5,8.57,1,0.74
694,311,104,2,2,2,8.3,0,0.42
695,302,99,1,2,2,7.25,0,0.57
696,311,107,4,4.5,4.5,9,1,0.78
697,311,104,3,4.5,4.5,8.43,0,0.7
698,322,110,4,4,5,9.13,1,0.86
699,330,113,5,5,4,9.31,1,0.91
700,327,113,4,4.5,4.5,9.11,1,0.89
701,296,99,2,2.5,2.5,8.03,0,0.61
702,324,110,3,3.5,3,9.22,1,0.89
703,336,119,4,4.5,4,9.62,1,0.95
704,317,103,3,2.5,3,8.54,1,0.73
705,304,101,2,2,2.5,7.66,0,0.38
706,314,106,3,3,5,8.9,0,0.74
707,316,98,1,1.5,2,7.43,0,0.49
708,308,103,2,3,3.5,8.49,0,0.66
709,340,120,4,4.5,4,9.92,1,0.97
710,294,95,1,1.5,1.5,7.64,0,0.49
711,317,103,2,2.5,2,8.15,0,0.65
712,317,110,3,4,4.5,9.11,1,0.8
713,303,102,3,3.5,3,8.5,0,0.62
714,313,102,3,2,3,8.27,0,0.64
715,336,118,5,4.5,5,9.53,1,0.94
716,311,99,2,2.5,3,7.98,0,0.65
717,313,106,2,2.5,2,8.43,0,0.62
718,297,100,1,1.5,2,7.9,0,0.52
719,307,109,3,4,3,8,1,0.62
720,327,112,3,3,3,8.72,1,0.74
721,319,112,3,2.5,2,8.71,1,0.78
722,315,100,1,2,2.5,7.95,0,0.58
723,295,99,2,2.5,3,7.65,0,0.57
724,299,100,3,2,2,8.02,0,0.63
725,321,110,3,3.5,5,8.85,1,0.82
726,324,107,5,3.5,4,8.66,1,0.81
727,317,107,3,4,3,8.7,0,0.66
728,337,118,4,4.5,4.5,9.65,1,0.92
729,312,100,2,1.5,3.5,7.9,1,0.56
730,330,116,5,5,4.5,9.36,1,0.93
731,328,112,4,4,4.5,9.1,1,0.78
732,310,106,4,4.5,4.5,9.04,1,0.66
733,304,103,5,5,4,8.64,0,0.68
734,329,110,2,4,3,9.15,1,0.84
735,301,107,3,3.5,3.5,8.34,1,0.62
736,318,112,3,4,3.5,8.67,0,0.71
737,335,117,5,5,5,9.56,1,0.94
738,315,99,2,3.5,3,7.89,0,0.63
739,320,111,4,4.5,3.5,8.87,1,0.85
740,300,104,3,3.5,3,8.16,0,0.71
741,322,110,3,4,5,8.64,1,0.85
742,333,118,5,5,5,9.35,1,0.92
743,295,101,2,2.5,2,7.86,0,0.69
744,335,117,5,5,5,9.82,1,0.96
745,334,119,5,5,4.5,9.7,1,0.95
746,314,105,3,3.5,2.5,8.3,0,0.54
747,315,106,3,4.5,3.5,8.42,0,0.72
748,302,102,1,2,1.5,8,0,0.5
749,306,105,2,3,2.5,8.26,0,0.73
750,300,100,3,2,3,8.66,1,0.64
751,312,107,2,2.5,3.5,8.27,0,0.69
752,319,103,4,4.5,3.5,8.66,0,0.76
753,324,107,4,4,4.5,8.87,1,0.76
754,334,119,5,4.5,4.5,9.48,1,0.94
755,313,101,3,2.5,3,8.04,0,0.62
756,308,103,2,2.5,4,8.36,1,0.7
757,322,110,5,4.5,4,8.97,0,0.78
758,335,117,5,5,5,9.82,1,0.96
759,334,119,5,5,4.5,9.7,1,0.95
760,307,110,4,4,4.5,8.37,0,0.79
761,322,115,5,4,4.5,9.36,1,0.92
762,302,99,2,1,2,7.97,0,0.56
763,312,98,1,3.5,3,8.18,1,0.64
764,319,108,2,2.5,3,8.76,0,0.66
765,324,107,5,3.5,4,8.66,1,0.81
766,325,112,4,3.5,3.5,8.92,0,0.55
767,299,106,2,4,4,8.4,0,0.64
768,333,117,4,5,4,9.66,1,0.95
769,310,104,3,2,3.5,8.37,0,0.7
770,338,117,4,3.5,4.5,9.46,1,0.91
771,326,116,3,3.5,4,9.14,1,0.81
772,324,111,3,2.5,1.5,8.79,1,0.7
773,316,105,3,3,3.5,8.73,0,0.72
774,327,113,4,3.5,3,8.69,1,0.8
775,304,102,2,3,4,8.73,0,0.67
776,313,109,3,4,3.5,9,0,0.79
777,336,118,5,4.5,5,9.53,1,0.94
778,301,107,3,3.5,3.5,8.34,1,0.62
779,306,105,2,2.5,3,8.22,1,0.72
780,321,111,3,2.5,3,8.9,1,0.8
781,329,113,5,5,4.5,9.45,1,0.89
782,322,110,3,3.5,3,8.96,1,0.78
783,314,107,2,2.5,4,8.27,0,0.72
784,338,118,4,3,4.5,9.4,1,0.91
785,323,108,3,3.5,3,8.6,0,0.45
786,298,99,1,1.5,3,7.46,0,0.53
787,312,107,3,3,3,8.46,1,0.75
788,318,112,3,4,3.5,8.67,0,0.71
789,338,120,4,5,5,9.66,1,0.95
790,320,103,3,3,3,7.7,0,0.64
791,340,112,4,5,4.5,9.66,1,0.94
792,316,101,2,2.5,2,8.32,1,0.61
793,336,112,5,5,5,9.76,1,0.96
794,321,111,4,4,4,8.97,1,0.87
795,310,106,2,3.5,2.5,8.33,0,0.73
796,318,107,3,3,3.5,8.27,1,0.74
797,313,101,3,2.5,3,8.04,0,0.62
798,324,110,4,3,3.5,8.97,1,0.84
799,312,99,1,1,1.5,8.01,1,0.52
800,306,100,2,3,3,8,0,0.48